store;product_name;sku;stock;price
43;"Tic Tac Inf Marco.b C/8 R.8145";7896025529366;0;14.89
43;"Citalopram 20Mg 30Cp Lg Gerc1";7897595605740;0;107.37
43;"Betadine 24Mg 60Cpr";7896658016592;0;63.64
43;"Piranha Victorias Ref305";7896038806058;0;4.99
43;"Gelo-Bio Aerosol 60Ml";7897446000250;0;26.37
43;"Desonida 0,5Mg Pom 30Gr Lg Ger";7896004711362;0;31.76
43;"Esm Imp Lollipop Sorv Ceu Azul";7896111985533;3;4.49
43;"Duspatalin 200Mg 60Cap";7896255767385;0;349.17
43;"Propafenon,Cl 300Mg 60Cp Lgpra";7899547514872;0;104.24
43;"Fortifit 280G Morango";4008976681717;0;69.59
43;"Talco Johnson 200G T.fresquinh";7891010655112;2;17.69
43;"Cr Pent.palmo Nat.150Ml Kids";7891024161982;2;11.99
43;"Cr Pent Seda Boom Tran 295Ml";7891150054523;0;7.89
43;"Cisberry 200Mg 30Caps";7898171290077;0;93.09
43;"Galantamina 16Mg 30Cpr Act C1";7899551305572;0;211.89
43;"Vibramicina 100Mg 20Cp Soluvel";7891268113013;0;106.48
43;"Hidrarosto Demaquilante 120Ml";7898494051812;0;17.50
43;"Tint Casting Gloss 770 D De Le";7899706133005;0;26.59
43;"Nistatina 60Gr Cr Vag Lg Teuto";7896112189107;0;17.63
43;"Fral Babysec U.mega Xg C/32";7896061995927;5;32.95
43;"Otrivina 15Ml";7896261010055;2;8.73
43;"Bendita Canfora Gel 80G";7896186002173;0;13.50
43;"Meia Ken Mc S/Pont Pq Mel 1701";7896191227585;0;119.40
43;"Tint Biocolor 5.59 Acaju Purpu";7891350033489;0;13.59
43;"Concor 10Mg 30Cp Rev";7891721025228;0;88.14
43;"Compressa Gaze 13 Fios 215G 7,5X7,5";7898125710033;0;22.59
43;"Cr Pent.s.line 500Ml Crespo";7898623950788;0;20.29
43;"Bemdita Gh Hidr Ban E Aloe 350";7899572807482;0;41.90
43;"Cond Seda 325Ml  Rest.insta";7891150037427;0;10.59
43;"Proctan Pom 25G";7898949409465;5;41.41
43;"Glucerna Sr 200Ml Baunilha";7891158102127;0;12.09
43;"Fluxene 10Mg 28Caps C1";7891317489564;0;49.74
43;"Coglive 16Mg 30Cpr C1";9770104760001;0;166.96
43;"Frasco Alimentaçao Enteral";7898994016229;0;2.09
43;"Oleo De Primula 70Cap Bionatus";7896108009013;0;26.90
43;"Noctal 2Mg 20Cp B1";7891158000195;0;24.10
43;"Sh Meu Liso #Alis/Relax. 300Ml";7898524349469;0;9.65
43;"Acnase Lapiseira Secativa 0,3G";7896082900504;0;19.10
43;"Esponja P/ Acabam Wonder Blend";7898576395827;0;25.60
43;"Celestamine Xpe 120Ml";7891142126276;2;56.72
43;"Mometasona,Fr Pom 20G Lg Ems";7896004715599;0;41.54
43;"Clotrimazol Cr Vag 35G Lg Germ";7896004711416;0;45.36
43;"Des Daxx Aer 100Ml Powder";7899674008503;0;22.99
43;"Luva Latex Medix M C/100";7898947170039;0;56.69
43;"Esc Den Sanif Maxx Md";7896114311209;0;12.91
43;"Lixa P/Pes Marco Boni 2F 5942B";7896025511576;0;3.63
43;"Melagriao Past C/5 Laranja";7896023791581;0;1.83
43;"Kit Ap Mach3+2Carga+Porta Chut";7506339390872;0;52.19
43;"Kit Giovanna Baby Foral Cherry";7896044995340;0;45.60
43;"Cond Elseve 200Ml Oleo Extraord";7898587774437;0;13.99
43;"Pres Blowtex Hot C/3";7896007200429;0;6.79
43;"Neocopan Composto 20Cp";7896714233833;5;15.91
43;"Levoid 50Mcg 30Cp";7896658008764;2;14.89
43;"Cetoconazol 200Mg 30Cp Lg Bio";7896181917113;0;97.89
43;"Ginko Vital 120Mg 30Cp";7899547508857;2;29.12
43;"Masc Meu Liso #Superverm 300Ml";7898623953536;0;15.00
43;"Cond Inf Dove.b 200Ml Hid Enri";7891150036390;2;11.39
43;"Fascia 330G 30Saches Abacaxi";7898549758413;2;149.90
43;"Softalm 5Ml";7896094903401;0;59.85
43;"Almofada Ortop.pro Coluna (Ac-";7898415015664;0;223.09
43;"Zinnat 500Mg 14Cp*";7896269901997;0;262.05
43;"Caneta P/Som Vult 01";7899852000077;0;31.79
43;"Sh Jej 400Ml Inf Cheirinho Pro";7891010521448;2;18.99
43;"Prazy 40Mg 28Cpr Rev";7896004755427;0;58.66
43;"Tiocon+Tinid 35G Lg Neoquim";7896714224107;0;55.69
43;"Esc Den Oral B 40 Classic";7891051037014;0;10.29
43;"Redoxon 2G Efer 10Cp Limao";7891106006262;0;22.49
43;"Prednisona 20Mg 10Cp Lg Neoqui";7896714212104;2;20.61
43;"Fral Ger Cotidian Plus Xg C/7";7896061990410;0;25.99
43;"Apar Barb Bic Comf.3 Blac C/1";070330727991;0;4.09
43;"Des Tabu Cr Pote 55G Fem";7896049508514;0;4.09
43;"Naturetti Geleia 260G";7891058414306;0;88.90
43;"Estomazil Env Guarana";7896094916784;0;2.64
43;"Genfibrozila 600Mg 30Cp Lg Med";7896422508209;0;101.88
43;"Topiramato 50Mg 60Cp Lg Ger C1";7896004713052;0;121.71
43;"Pantoprazol 20Mg 28Cp Lg Med";7896422506595;14;22.74
43;"Biosomnus Flash 30Cp Herbarium";7896083411498;0;89.52
43;"Sh Dove 400Ml Ritual De Repar";7891150050082;2;15.49
43;"Apar Barb Prest U.g M Mas C/2";7501009224174;0;5.99
43;"Capitrat 60Caps";7896331705850;0;43.49
43;"Leave-In Prot Quina Rosa 240G";7898924602904;0;51.49
43;"Carbocisteina Xpe Adt Lg Cimed";7896523207711;0;22.53
43;"Quetiapina 200Mg 30Cp C1 Bio";7896181920366;0;518.11
43;"Masc Cap.trat.arrasar Lib 1Kg";7898524347755;0;20.58
43;"Pincel Kab P/ Corret Sharp Kp8";7898576396091;0;17.90
43;"Pentoxifilina 400Mg 20Cp Germe";7896004709277;0;42.79
43;"Cr De Pent Definiçao Int 300G";7898623955080;0;8.90
43;"Prot.solar Expert F40 120 Repe";7899706151160;0;36.89
43;"Belara 21+7Cp Rev";7898582380527;0;49.24
43;"Esm Imp Noite De Gala Vel Clac";7896111984710;0;4.65
43;"Esc Den Inf Colg Tandy 5+ C/2";7891024008799;2;9.59
43;"Des Dove Aer 150Ml Mas Clean Conf";7791293012087;6;14.59
43;"Ekson 200+50Mg 30Cp";7896658020605;0;92.89
43;"Pressat 2,5Mg 30Cp";7896112432401;0;30.64
43;"Geriaton 30Cp";7896658001802;0;67.76
43;"Elseve Cicatri Renov 50Ml";7899706149822;2;14.29
43;"Ortese Punho Pol Hid Air Dir P";7898336437163;0;63.99
43;"Sombra Uno Dailus 02 Dourada";7894222003993;0;10.40
43;"Loc Hidr Jej L400P320Ml Roma/U";7891010610210;0;19.09
43;"Mam Nuk 150Ml Esse S1 Girls";7896098810934;0;52.69
43;"Papel Lencol Hn Desc 70X50 Branco";7898567862055;0;16.89
43;"Venlafaxina 75Mg 30Cp Lg Eurc1";7891317430368;5;160.57
43;"Isoconazol,Nit Cr Vag Lg Crist";7896676408355;0;40.15
43;"Fresh Tears Col 10Ml";7897316804810;3;42.13
43;"Mentos Pure Fresh Ment.ve C/7";7895144080024;0;2.48
43;"Chup Kuka Bic.orto 1Rosa 2537";7896000625373;0;12.98
43;"Sh S.line 300Ml Sos Liberado";7898524347632;0;15.53
43;"Primera 20 0,150+0,020Mg 63Cpr";7891317462475;0;68.53
43;"Tagamet 400Mg 16Cpr";7896015515607;0;67.13
43;"Pradaxa 110Mg 10Caps";7896026303101;0;55.57
43;"Minulet 21Drg";7891045001021;0;43.53
43;"Zyxem 5Mg 10Cp";7896672201271;0;58.12
43;"Natrilix Sr 1,5Mg 60Cpr";7898029556812;0;68.36
43;"Fosamax D 5600Ui 70Mg 4Cpr";7897337709286;0;157.68
43;"Sh Pantene 400Ml Pre Hidrocaut";7506339322224;7;23.59
43;"Fral Pamp Premium C.meg Xxg 24";7500435132398;0;59.09
43;"Finalop 1Mg 30Cpr";7896094203075;5;68.84
43;"Kit Antonioband The Secret Men";8411061925096;0;149.22
43;"Sh Pantene 175Ml Forca E Rec";7500435125505;0;12.39
43;"Fral Ger Tena Conf Mega G C/20";7896770979171;0;43.90
43;"Selimax Pulso 500Mg 9Cp*";7896094201842;0;63.84
43;"Mel Bion Propolis 40G Sache";7896108000690;0;4.90
43;"Tint Amend Sup 671 L.escu.marr.a";7896852615300;0;25.59
43;"Revitalifit Laser X3 50Ml";7898587766876;0;80.69
43;"Mercilon Conti 84Cp";7897572006102;0;132.87
43;"Tint Koleston 40 Cast. Medio";7891182016254;3;20.09
43;"Cera Final. Muriel 40G Argan";7896279112840;0;9.29
43;"Alenia 6/200Mcg Refil +Inalado";7896181907794;0;132.48
43;"Enalapril 10Mg 30Cp Lg Neoquim";7896714205823;0;9.43
43;"Final Hask Liso Com Força 250G";7898610372623;0;34.99
43;"Cha Leao Cidreira 10G";7891098000156;0;3.99
43;"Ciprofloxac 500Mg 14Cp Lg San*";7897595602404;3;37.83
43;"Faixa Abdominal Elastica Gg";7898422289515;0;81.79
43;"Ciloxan Otologico 5Ml*";7896548160619;0;32.52
43;"Benegrip 20Cp";7896094904682;2;27.90
43;"Retemic 5Mg 60Cp";7896637022569;2;61.14
43;"Cr Den Sorr 90G Dent Branco";7891528038049;0;3.39
43;"Veet Cr Dep. Papaya 100Ml";7891035913143;0;30.49
43;"Rivotril Sl 0,25Mg 30Cp B1";7896226504742;3;8.00
43;"Simbrinza 20Mg+10Mg 8Ml";7896548199572;0;131.87
43;"Fr Pampers Supersec Xg 22";7506339391336;2;23.99
43;"Acebrofilina Xpe 50Mg Lg Ger";7896004710495;0;31.64
43;"Novalgina 500Mg 10Cp";7891058008642;10;12.52
43;"Moment 0,025% 50Gr";7896637022774;0;77.19
43;"Ap Inalad.pulmosonic Star Prem";7896615117201;0;269.90
43;"Emla C/1 Bisnaga 5G";7896206401276;0;24.75
43;"Copo C/Alca Dupla +6M R.rk032";7898568441518;0;21.00
43;"Pincel Iluminador Ms11 Oceane";7898925598046;0;32.39
43;"Disfor 330G 45Saches Laranja";7898549750240;0;159.90
43;"Serenata 50Mg 30Cp C1";8902220107793;0;96.18
43;"Equaliv Cartliv 30Capsulas";7898946435528;0;99.90
43;"Sal Amargo 30Gr Farmax";7896902207103;6;3.20
43;"Frontal 2Mg 30Cp B1";7908236800674;0;162.22
43;"Protena Ct Colageno 60Caps";7896658033575;0;161.64
43;"Paracetamol 750Mg 12Cp Lg Pra";7898148295142;16;5.22
43;"Des Rexona Roll 50Ml Fem S/Perf";78924383;0;6.09
43;"Exforge Hct 160/25/10Mg 28Cp";7896261015616;0;174.27
43;"Fral Monica T.p Regular G C/09";7896007510856;0;10.28
43;"Pres Blowtex Morango C/3";7896007200702;4;3.49
43;"Rivotril 2,5Mg 20Ml B1";7896226501239;2;25.02
43;"Proctosan Pom 20Gr Hertz";7896331700459;2;33.83
43;"Prot Labial Rk Stix Mir Emo K";731509679298;0;6.59
43;"Modelador De Cilios Mundi Bc74";7891060825046;0;9.45
43;"Captopril 50Mg 30Cp Lg Prati";7898148290550;6;14.09
43;"Oleo Veg De Rosa Mosqueta 60Ml";1001064569;0;19.95
43;"Cefalexina 500Mg 8Cp Lg Cimed*";7896523208534;0;22.82
43;"Chup Kuka Lovely.orto R.2041";7896000620415;0;19.93
43;"Metronidazol Gel Vg+Apl Lg Pr*";7899547507393;2;18.12
43;"Rohydorm 2Mg 20Cp B1";7894916501255;0;26.19
43;"Lacribell 15Ml";7896676432855;4;19.47
43;"Pramipexol 1,50Mg 30Cp Eur C1";7891317133733;0;311.12
43;"Tamoxifeno 10Mg 30Cp Lg Sandoz";7897595601889;0;88.06
43;"Pincel Chanfrado Kabuki Chanf";7897517918736;0;17.60
43;"Memantina 10Mg 60Cpr Eur C1";7891317472139;2;171.86
43;"Fluiteina 20Mg 120Ml";7896004726472;0;30.19
43;"Fluconazol 150Mg 2Cap Lg One F";7898075315708;0;17.10
43;"Meia Coxa Sigv 20-30Mmhg G2";7898270152962;0;293.79
43;"Apar P/Dep Fem Pres Women 2Un";7501009224082;0;7.67
43;"Des Rexona Clin 48G Fem Ext Dr";"79400301161 ";5;19.29
43;"Masc Oleo De Manga 120G";7898623953987;0;5.20
43;"Reconter 20Mg 30Cpr Rev C1";7896094207615;0;189.49
43;"Des Nivea Aer 150Ml Fem Inv F Erva";4005900429643;2;11.79
43;"Abs Int Days Pr.dia Sp C/A 40";7896007541973;0;12.99
43;"Esio 40Mg 28Cpr Rev";7891317123604;0;158.41
43;"Novanlo 2,5Mg 30Cpr";7896112422136;3;63.31
43;"Levotiroxina 75Mcg 30Cp Lg Mer";7891721019890;14;10.73
43;"Oleo Ricino 30Ml Farmax";7896902285422;8;4.99
43;"Termometro Digital Testa Omron";073796720285;0;219.90
43;"Algicod 12Cp C1";7899640806355;0;25.29
43;"Dermosalic Pom 30G";7898168001167;0;36.52
43;"Blancy Olhos 15G";7891142201140;0;187.79
43;"Dutasterida 0,5Mg 30Cp Lg Bio";9771806462002;0;175.14
43;"Coletor Urina Advantive";7898958254438;0;13.94
43;"Busonid 400Mcg 60Cap+Inal";7896181903222;0;88.48
43;"Neo Folico 5Mg 20Cp";7896714201108;5;11.15
43;"Atip Xr 50Mg 30Cpr Rev C1";7899420504983;0;119.84
43;"Salon Line Relax.argan Super";7898524341722;2;24.69
43;"Sh Asia Zen Control 200Ml";8432225072647;0;63.39
43;"Profenid Protect 10Cp";7891058011499;0;63.24
43;"Roupa Int Plen Act.fi.g/Xg C/8";7751493005029;0;31.70
43;"Ipratropio 20Ml Lg Bio";7896181913252;2;13.13
43;"Enalapril 20Mg 30Cp Lg Cimed";7896523210773;24;11.26
43;"Polaren Xarope 100Ml";7898495603836;0;19.90
43;"Propranolol 40Mg 30Cp Ayerst";7894916550055;0;12.36
43;"Abs S.livre Adapt S/Abas 8Un";7891010034511;4;4.39
43;"Lixa P/Unhas M.boni R.5943B";7896025511705;2;3.69
43;"Venlafaxina 150Mg 30Cp Lgmedc1";7896422513968;0;141.23
43;"Azitromicina 900Mg Susp Lg Em*";7896004715964;0;64.46
43;"Cialis 20Mg 1Cp Rev";7896382705342;0;61.43
43;"Assert 25Mg 30Cp Rev C1";7899640803880;0;57.32
43;"Masc Detox Argila Pura Mat 40G";7899706149655;0;37.69
43;"Pletil 4Cp";7896931441950;0;19.11
43;"Amil+Hctz 5/50Mg 30Cp Lg Ems";7896004711454;0;17.93
43;"Abs S.livre Tri Suav C/Ab C/8";7891010035693;0;3.69
43;"Dercos Sh 200Ml Nutr Reparador";3337871323806;0;90.59
43;"Aria 5Mg 30Cpr";7899640800094;0;41.19
43;"Losar+Hidr.100/25Mg 30Cp Lg Le";7894916143035;0;74.90
43;"Pentoxifilina 400Mg 20Cp Ems";7896004700953;0;47.56
43;"Coversyl 4Mg 30Cp";7898029551046;0;104.40
43;"Joelheira Neoprene Articulada";7898336431413;0;119.99
43;"Claritromic.250Mg 60Ml Lg Ems*";7896004703497;0;106.24
43;"Kit Giov Baby Clas Hid/Col/Sab";7896044995357;2;38.09
43;"Tiocon+Tinid 35G 7Aplic Lg Ems";7896004705132;0;56.41
43;"Rusovas 10Mg 60Cp";7896004775760;0;88.90
43;"Pigmento Vult Cor 05";7898417962263;0;13.72
43;"Risperidona 3Mg 30Cp Lg Eur C1";7891317446659;0;52.11
43;"Tensaliv 5Mg 30Cpr";7896714234212;0;24.37
43;"Siilif 100Mg 60Cp";7896641806414;0;160.54
43;"Cond Pantene 175Ml Liso Extrem";7501001169022;2;17.89
43;"Pincel Mintifuncional Ms2 Ocea";7898576397586;0;54.49
43;"Sh Salon Line #Muit+Liso 300Ml";7898623952386;0;12.89
43;"Esm Impala Baila Crem Collant";7896111976821;0;3.36
43;"Neprazol 20Mg 28Cp";7898075312554;0;24.40
43;"Neutrog Deep Clean Sab.80G";7891010099725;0;9.39
43;"Neutr Sun F Fac C Cor F60 50Ml";7891010942120;0;66.19
43;"Ensolei Prof Emulsao 60G Ache";7896658013263;0;76.89
43;"Ninho Fases +1 700G+100G Gts";7891000112953;0;29.96
43;"Vimpat 50Mg 14Cpr Rev C1";4030729003767;0;73.54
43;"Neo Itrax 100Mg 4Caps";7896714280172;0;54.12
43;"Masc Pos Progr 250G Haskell";7898944075283;0;35.39
43;"Tint Maxton 6.7 Chocolate";7896013544128;0;10.89
43;"Zolpidem 10Mg 20Cp Novartis B1";7897595633705;0;39.90
43;"Rosuvastatina 5Mg 30Cp Lg Leg";7894916147972;0;55.83
43;"Trident Spearmint";7622210839640;0;1.89
43;"Tramadol 100Mg 10Ml Lg Neo A2";7896714225890;0;68.13
43;"Nutry Barra  Avela C/Choc 22G";7891331010492;0;2.09
43;"Conj De Pinceis Unique 3Un Br";7897517908447;0;49.61
43;"Adipept 40Mg 14Cpr Rev";7896658021725;0;30.31
43;"Fita Nexcare Micr Bg 25Mmx4,5M";7891040042517;4;9.29
43;"Roc Minesol 60 Oil Control Cor";7891010704230;0;93.55
43;"Promergan Creme 30G";7897917001342;0;16.82
43;"Oleo Amendoa Muriel 100Ml Avel";7896279104135;2;7.69
43;"Luva Cirurgica Esteril New Hand 7,0";7896775314502;0;1.49
43;"Massageol Aerossol 120Ml(Nq)";7896714273006;2;35.84
43;"Ahzul 50Mg 1Cp";7896004736778;0;15.40
43;"Fita Microporosa Missner Branca";7896544900134;0;3.79
43;"Levofloxacino 500Mg 7Cp Lg Ge*";7896004713168;0;60.44
43;"Metamucil 0,492G 210G";7500435121965;0;91.52
43;"Choc Suflair Duo 20,5G";7891000107898;0;2.29
43;"Apar Barb Gil Venus Malibu C/2";7702018314850;0;25.10
43;"Pincel Marfim De Somb Pconcavo";7897517918965;0;6.90
43;"Dexametasona Elix 120Ml Lg Neo";7896714204390;0;12.28
43;"Sab Liq Inf T.monica 200Ml Ex.s";7896018700338;2;19.49
43;"Haldol 5Mg 20Cpr C1";7896212479603;0;13.70
43;"Pilha Pana Alcalina Peq C/4";7896067200179;0;19.09
43;"Beta+Ac.salic.sol 30Ml Lg Ger";7896004720937;0;25.71
43;"Alprazolam 1Mg 30Cp Lg Ems B1";7896004718828;3;21.15
43;"Tint Amend Sup 743 L.med Aco Dou";7896852618776;0;25.59
43;"Vasenol 200Ml Loc Clinical";7891150029316;0;31.09
43;"Sertralina 100Mg 14Cp Lg Emsc1";7896004706337;0;101.34
43;"Lub.intimo Olla P50 L70G";7896222718822;2;26.09
43;"Exelon 6Mg 28Caps C1";7896261007796;0;328.92
43;"Puran T4 125Mcg 30Cpr";7897595901446;2;18.69
43;"Amplium G Creme Vag 80G 14Apl";7897322714264;0;51.33
43;"Metformina 850Mg 30Cp Lg Ems";7896004709185;0;7.87
43;"Ag Canet Novofine 32X6Mm 100Un";7897705201848;0;115.19
43;"Betametasona Elix 120Ml Lg Ems";7896004704616;0;20.64
43;"Tint Amend Mag 4 Castan Natur";7896852615645;0;25.79
43;"Curativo Carvao Ativado C/Prata";7898284483342;0;55.59
43;"Sulf+Trimet 800Mg 10Cp Lg Pra*";7899547504743;3;15.44
43;"Cond Pantene 175Ml Brilho Ext";7501007457819;2;17.89
43;"Equaliv Omega 3 Kids 60Cap";7898946434200;0;49.90
43;"Mam Lillo 260Ml Magia Sil 601451";7896033211093;0;27.29
43;"Hidrocortisona Pom 30G Lg Ems";7896004719283;0;25.37
43;"Pres Prudence C/3 Morango";7898079000303;2;6.29
43;"Kit P/Cabelo Marco.b R.8153";7896025529441;0;12.89
43;"Avene Agua Thermale Spr 150Ml";3282779003124;0;70.29
43;"Bromoprida 10Mg 20Cap Lg Med";7896422507158;11;25.10
43;"Varicell Cr 300G Diabete";7898414852666;0;63.09
43;"Bupropiona 150Mg 60Cp Lg Eurc1";7891317434205;4;174.06
43;"Dicoxibe 200Mg 30Cp C1";7908236800407;0;108.94
43;"Tramal 100Mg Inj 5Amp A2/C1";7898582380046;0;76.65
43;"Spidufen 400Mg 20Env";7898074617728;0;52.92
43;"Esc Den Oral B 40 Completel2P1";7506339358247;0;17.99
43;"Cera Refil Rollon Depilsam Mar";7898938592550;0;6.79
43;"Esc Den Inf Gum Dory Lig";070942000291;0;19.99
